Activity,DietPreference,SleepHours,Age,RecommendedDiet
Medium,Non-Veg,8.4,50,Mediterranean
High,Vegan,6.6,27,High Protein
High,Veg,7.3,18,Balanced
Low,Vegan,7.7,29,Balanced
High,Vegan,6.5,60,High Protein
High,Vegan,5.8,46,High Protein
Medium,Vegan,6.0,34,Balanced
Medium,Veg,7.6,21,Balanced
Low,Vegan,6.6,46,Balanced
Medium,Non-Veg,6.6,24,Mediterranean
Low,Vegan,7.9,61,Balanced
Low,Vegan,8.5,30,Balanced
Low,Veg,8.8,22,Balanced
High,Veg,6.1,23,Balanced
Medium,Non-Veg,8.4,51,Mediterranean
Low,Vegan,10.0,24,Balanced
Medium,Vegan,7.2,63,Balanced
Low,Vegan,6.9,45,Balanced
Medium,Non-Veg,6.6,63,Mediterranean
Medium,Veg,5.4,27,Balanced
Low,Non-Veg,8.3,21,Low Carb
High,Vegan,6.9,20,High Protein
Medium,Veg,6.8,42,Balanced
High,Veg,8.0,40,Balanced
High,Non-Veg,8.2,44,Balanced
Low,Veg,6.1,31,Balanced
Low,Veg,6.1,55,Balanced
Low,Vegan,6.1,49,Balanced
Medium,Vegan,10.0,40,Balanced
Low,Veg,9.2,64,Balanced
Low,Veg,8.1,57,Balanced
Medium,Non-Veg,6.4,54,Mediterranean
Medium,Non-Veg,6.6,20,Mediterranean
Low,Veg,7.5,52,Balanced
Low,Vegan,10.0,30,Balanced
Low,Veg,7.4,51,Balanced
Low,Veg,7.8,41,Balanced
High,Vegan,4.0,18,High Protein
High,Vegan,7.4,29,High Protein
Low,Non-Veg,4.9,25,Low Carb
High,Non-Veg,6.3,36,Balanced
Medium,Non-Veg,7.1,26,Mediterranean
High,Non-Veg,6.5,45,Balanced
High,Vegan,6.0,31,High Protein
Low,Veg,6.1,44,Balanced
High,Non-Veg,6.7,35,Balanced
High,Non-Veg,6.6,59,Balanced
High,Vegan,7.0,58,High Protein
High,Vegan,6.9,23,High Protein
Medium,Veg,8.9,50,Balanced
Low,Veg,4.0,54,Balanced
Low,Vegan,7.4,59,Balanced
Medium,Non-Veg,7.1,42,Mediterranean
High,Non-Veg,6.8,30,Balanced
Medium,Non-Veg,5.9,40,Mediterranean
High,Veg,6.8,53,Balanced
Medium,Non-Veg,4.5,50,Mediterranean
Low,Non-Veg,7.3,38,Low Carb
Low,Vegan,7.6,51,Balanced
Low,Non-Veg,5.9,53,Low Carb
High,Vegan,9.9,34,High Protein
High,Non-Veg,6.8,27,Balanced
Medium,Veg,7.1,40,Balanced
Medium,Non-Veg,9.0,61,Mediterranean
Low,Non-Veg,10.0,19,Low Carb
High,Vegan,5.3,52,High Protein
Medium,Vegan,6.1,31,Balanced
High,Vegan,6.8,64,High Protein
High,Non-Veg,5.9,62,Balanced
Low,Non-Veg,8.3,58,Low Carb
Low,Veg,5.7,19,Balanced
High,Non-Veg,8.9,36,Balanced
High,Veg,7.9,33,Balanced
High,Vegan,8.7,60,High Protein
High,Vegan,5.7,61,High Protein
Low,Vegan,6.4,42,Balanced
Medium,Veg,8.3,18,Balanced
Low,Non-Veg,8.1,19,Low Carb
Medium,Vegan,6.6,65,Balanced
High,Non-Veg,6.8,44,Balanced
Medium,Non-Veg,6.3,19,Mediterranean
Low,Vegan,6.7,47,Balanced
Low,Veg,5.6,68,Balanced
High,Non-Veg,5.3,27,Balanced
Low,Vegan,8.5,36,Balanced
High,Non-Veg,6.7,59,Balanced
Low,Non-Veg,8.7,33,Low Carb
Low,Non-Veg,7.9,30,Low Carb
High,Non-Veg,7.5,65,Balanced
Medium,Non-Veg,5.9,67,Mediterranean
Low,Veg,5.2,25,Balanced
Medium,Veg,6.3,67,Balanced
Low,Vegan,9.3,48,Balanced
Low,Veg,8.3,62,Balanced
Low,Veg,6.2,42,Balanced
Low,Veg,6.3,56,Balanced
Medium,Non-Veg,5.6,38,Mediterranean
Medium,Non-Veg,4.7,67,Mediterranean
Low,Vegan,7.2,55,Balanced
Low,Vegan,9.6,58,Balanced
Medium,Vegan,9.6,46,Balanced
High,Non-Veg,7.9,23,Balanced
High,Veg,6.1,35,Balanced
Medium,Veg,4.8,66,Balanced
Low,Non-Veg,8.6,61,Low Carb
Low,Vegan,7.7,52,Balanced
High,Vegan,6.5,44,High Protein
High,Vegan,6.3,22,High Protein
Medium,Non-Veg,7.9,24,Mediterranean
High,Vegan,5.8,27,High Protein
Medium,Vegan,7.4,27,Balanced
High,Non-Veg,5.2,68,Balanced
High,Veg,10.0,45,Balanced
High,Non-Veg,6.0,53,Balanced
Low,Non-Veg,8.0,27,Low Carb
Low,Non-Veg,5.2,67,Low Carb
Low,Non-Veg,6.8,52,Low Carb
High,Veg,8.3,52,Balanced
Medium,Vegan,8.7,54,Balanced
Medium,Non-Veg,8.1,65,Mediterranean
Medium,Veg,6.8,37,Balanced
Medium,Vegan,6.0,30,Balanced
Low,Vegan,5.4,28,Balanced
Low,Vegan,9.3,62,Balanced
High,Non-Veg,7.2,36,Balanced
High,Non-Veg,7.4,45,Balanced
Medium,Vegan,8.7,55,Balanced
Low,Vegan,7.9,62,Balanced
Medium,Vegan,6.8,21,Balanced
High,Vegan,8.1,54,High Protein
High,Vegan,6.1,36,High Protein
Medium,Vegan,4.7,54,Balanced
High,Veg,9.1,31,Balanced
Medium,Vegan,6.2,48,Balanced
Low,Non-Veg,6.5,45,Low Carb
Medium,Non-Veg,6.7,53,Mediterranean
Low,Non-Veg,6.1,61,Low Carb
Low,Vegan,8.7,55,Balanced
High,Non-Veg,7.6,36,Balanced
High,Veg,6.5,59,Balanced
High,Vegan,5.1,18,High Protein
Medium,Non-Veg,7.5,40,Mediterranean
Medium,Veg,4.0,45,Balanced
High,Veg,7.3,65,Balanced
Medium,Non-Veg,9.0,21,Mediterranean
High,Veg,7.1,58,Balanced
Medium,Non-Veg,8.8,35,Mediterranean
Low,Veg,5.2,66,Balanced
Low,Vegan,10.0,64,Balanced
High,Vegan,8.6,68,High Protein
Medium,Vegan,7.7,56,Balanced
Medium,Vegan,6.1,42,Balanced
Low,Vegan,5.9,35,Balanced
Low,Non-Veg,6.9,23,Low Carb
High,Vegan,8.8,36,High Protein
Low,Vegan,5.0,29,Balanced
High,Vegan,7.0,42,High Protein
Low,Vegan,8.1,52,Balanced
Low,Veg,8.4,18,Balanced
Medium,Vegan,8.1,22,Balanced
Low,Vegan,4.9,18,Balanced
Low,Non-Veg,8.7,25,Low Carb
High,Veg,7.1,56,Balanced
Low,Non-Veg,5.4,64,Low Carb
High,Vegan,7.0,60,High Protein
Low,Non-Veg,4.1,35,Low Carb
Low,Non-Veg,7.9,63,Low Carb
High,Vegan,6.8,26,High Protein
Medium,Veg,5.1,22,Balanced
High,Veg,6.6,21,Balanced
High,Non-Veg,5.9,61,Balanced
High,Vegan,6.0,46,High Protein
Medium,Non-Veg,4.0,18,Mediterranean
Low,Non-Veg,4.5,47,Low Carb
High,Non-Veg,6.7,62,Balanced
High,Vegan,6.4,18,High Protein
Medium,Vegan,8.5,20,Balanced
High,Veg,6.1,39,Balanced
Low,Vegan,6.2,25,Balanced
Medium,Non-Veg,6.3,35,Mediterranean
Low,Non-Veg,6.7,42,Low Carb
Low,Veg,7.1,65,Balanced
Medium,Vegan,6.4,69,Balanced
High,Non-Veg,7.9,37,Balanced
Low,Veg,10.0,48,Balanced
Low,Veg,5.8,47,Balanced
Low,Non-Veg,7.6,33,Low Carb
Low,Non-Veg,7.0,19,Low Carb
Medium,Vegan,8.6,34,Balanced
Medium,Veg,7.3,27,Balanced
Low,Non-Veg,5.9,24,Low Carb
High,Veg,5.3,59,Balanced
Low,Vegan,7.9,68,Balanced
High,Non-Veg,5.4,69,Balanced
Low,Vegan,8.8,26,Balanced
High,Veg,7.8,34,Balanced
Low,Vegan,7.1,26,Balanced
High,Vegan,5.0,26,High Protein
Low,Veg,8.0,54,Balanced
Low,Vegan,9.4,41,Balanced
High,Veg,6.4,56,Balanced
Medium,Non-Veg,5.9,28,Mediterranean
High,Veg,6.9,25,Balanced
Medium,Veg,7.7,42,Balanced
Low,Non-Veg,6.2,63,Low Carb
High,Veg,8.3,19,Balanced
High,Non-Veg,9.9,27,Balanced
High,Non-Veg,7.5,41,Balanced
Medium,Veg,6.5,65,Balanced
Medium,Vegan,7.7,33,Balanced
Low,Vegan,8.8,36,Balanced
Medium,Non-Veg,7.2,48,Mediterranean
Medium,Vegan,7.7,28,Balanced
Low,Vegan,8.1,23,Balanced
High,Veg,5.7,23,Balanced
High,Non-Veg,7.7,49,Balanced
Low,Non-Veg,5.0,56,Low Carb
High,Veg,6.0,65,Balanced
Medium,Vegan,8.7,30,Balanced
Low,Non-Veg,8.3,20,Low Carb
Low,Vegan,6.6,58,Balanced
Low,Non-Veg,9.6,52,Low Carb
High,Non-Veg,5.0,55,Balanced
Low,Non-Veg,6.7,34,Low Carb
Low,Non-Veg,7.4,20,Low Carb
Low,Vegan,4.0,51,Balanced
High,Vegan,6.8,29,High Protein
Medium,Vegan,5.3,41,Balanced
Low,Vegan,5.3,23,Balanced
Medium,Veg,6.6,59,Balanced
High,Non-Veg,4.3,28,Balanced
High,Non-Veg,5.8,65,Balanced
High,Non-Veg,4.3,44,Balanced
High,Veg,7.2,65,Balanced
Medium,Vegan,7.2,41,Balanced
Low,Non-Veg,6.5,35,Low Carb
High,Vegan,8.5,44,High Protein
High,Vegan,6.6,58,High Protein
Medium,Veg,7.0,38,Balanced
Medium,Veg,5.6,68,Balanced
High,Vegan,4.0,51,High Protein
Low,Non-Veg,6.8,50,Low Carb
Low,Non-Veg,6.6,65,Low Carb
High,Veg,9.6,35,Balanced
Medium,Veg,8.0,20,Balanced
High,Veg,6.4,41,Balanced
High,Veg,7.2,18,Balanced
Medium,Veg,8.4,23,Balanced
High,Veg,7.8,36,Balanced
High,Veg,9.5,39,Balanced
High,Non-Veg,5.8,68,Balanced
Medium,Veg,8.5,60,Balanced
Low,Veg,6.4,25,Balanced
Low,Non-Veg,7.3,22,Low Carb
Medium,Non-Veg,6.2,69,Mediterranean
Low,Vegan,6.8,26,Balanced
High,Veg,7.3,64,Balanced
Low,Veg,7.9,38,Balanced
High,Veg,7.1,45,Balanced
Low,Veg,4.0,63,Balanced
Medium,Vegan,6.9,21,Balanced
Low,Non-Veg,9.2,41,Low Carb
Low,Non-Veg,6.9,25,Low Carb
Low,Veg,9.2,69,Balanced
Medium,Veg,6.8,34,Balanced
Low,Veg,4.6,51,Balanced
Medium,Vegan,6.4,37,Balanced
High,Vegan,6.2,33,High Protein
Low,Non-Veg,6.7,27,Low Carb
Medium,Veg,5.2,51,Balanced
Medium,Veg,7.0,60,Balanced
Low,Veg,6.5,27,Balanced
High,Veg,8.9,47,Balanced
Medium,Vegan,5.2,47,Balanced
Low,Non-Veg,7.4,68,Low Carb
High,Non-Veg,7.6,42,Balanced
Medium,Vegan,8.2,63,Balanced
Medium,Veg,6.5,60,Balanced
High,Non-Veg,7.3,58,Balanced
High,Non-Veg,7.5,24,Balanced
Low,Vegan,4.5,64,Balanced
Low,Veg,6.5,37,Balanced
Medium,Non-Veg,7.0,34,Mediterranean
High,Veg,7.1,20,Balanced
High,Non-Veg,7.1,64,Balanced
High,Vegan,7.7,63,High Protein
Medium,Veg,9.9,57,Balanced
High,Vegan,6.1,53,High Protein
High,Non-Veg,7.6,43,Balanced
Medium,Vegan,9.0,27,Balanced
Low,Vegan,4.3,51,Balanced
Low,Vegan,7.4,31,Balanced
Medium,Non-Veg,4.5,25,Mediterranean
High,Veg,10.0,44,Balanced
Medium,Vegan,7.8,27,Balanced
Low,Veg,7.6,67,Balanced
Low,Non-Veg,4.2,32,Low Carb
Medium,Veg,6.2,54,Balanced
Medium,Vegan,6.3,39,Balanced
Low,Vegan,9.6,62,Balanced
Medium,Vegan,8.1,67,Balanced
Low,Vegan,4.5,48,Balanced
Medium,Vegan,7.7,19,Balanced
Medium,Vegan,4.7,62,Balanced
Medium,Non-Veg,4.6,48,Mediterranean
Low,Non-Veg,7.7,31,Low Carb
Medium,Non-Veg,8.1,27,Mediterranean
Low,Veg,7.7,47,Balanced
Low,Veg,9.8,53,Balanced
Medium,Non-Veg,7.6,64,Mediterranean
Medium,Veg,7.3,57,Balanced
Low,Veg,5.2,32,Balanced
Low,Vegan,8.3,31,Balanced
High,Vegan,4.5,48,High Protein
Low,Veg,10.0,46,Balanced
High,Veg,8.3,44,Balanced
High,Non-Veg,10.0,38,Balanced
High,Veg,7.6,26,Balanced
Medium,Vegan,8.4,37,Balanced
Medium,Veg,6.6,52,Balanced
Low,Non-Veg,6.9,32,Low Carb
High,Vegan,5.4,41,High Protein
Medium,Vegan,4.8,66,Balanced
Medium,Vegan,7.3,33,Balanced
Medium,Vegan,6.9,53,Balanced
Medium,Veg,5.4,28,Balanced
Medium,Non-Veg,5.7,25,Mediterranean
High,Veg,7.0,20,Balanced
High,Veg,5.4,36,Balanced
High,Vegan,7.5,63,High Protein
High,Non-Veg,5.4,58,Balanced
Low,Vegan,7.4,20,Balanced
High,Veg,5.3,53,Balanced
Medium,Veg,5.3,42,Balanced
High,Vegan,4.0,53,High Protein
Low,Veg,6.8,28,Balanced
Medium,Veg,9.2,68,Balanced
High,Vegan,9.1,33,High Protein
High,Veg,7.5,34,Balanced
High,Non-Veg,4.0,59,Balanced
Medium,Vegan,8.3,41,Balanced
Medium,Non-Veg,7.3,34,Mediterranean
Low,Veg,6.4,65,Balanced
Medium,Veg,8.8,37,Balanced
Medium,Vegan,7.9,39,Balanced
High,Veg,9.9,23,Balanced
Medium,Vegan,4.9,24,Balanced
High,Vegan,5.0,31,High Protein
High,Vegan,5.3,28,High Protein
Medium,Vegan,6.6,29,Balanced
Low,Vegan,9.4,63,Balanced
Low,Non-Veg,6.1,22,Low Carb
Medium,Vegan,6.1,22,Balanced
Low,Non-Veg,7.6,37,Low Carb
High,Veg,8.3,32,Balanced
High,Vegan,4.0,43,High Protein
Medium,Veg,8.6,50,Balanced
Low,Vegan,6.0,47,Balanced
Low,Non-Veg,6.8,41,Low Carb
High,Non-Veg,9.1,40,Balanced
Medium,Non-Veg,6.7,26,Mediterranean
Low,Veg,4.7,20,Balanced
Medium,Vegan,4.8,53,Balanced
Low,Veg,7.0,65,Balanced
High,Non-Veg,6.5,24,Balanced
High,Veg,7.1,39,Balanced
Medium,Non-Veg,6.4,31,Mediterranean
High,Non-Veg,8.9,65,Balanced
Low,Non-Veg,7.0,46,Low Carb
High,Vegan,4.4,67,High Protein
Medium,Vegan,8.2,33,Balanced
Medium,Non-Veg,9.9,65,Mediterranean
Medium,Veg,7.2,51,Balanced
Low,Veg,7.3,27,Balanced
Low,Vegan,5.8,24,Balanced
Low,Non-Veg,6.6,42,Low Carb
Low,Veg,7.8,44,Balanced
Low,Non-Veg,8.7,32,Low Carb
High,Veg,7.7,49,Balanced
Low,Vegan,9.7,45,Balanced
Low,Non-Veg,7.1,26,Low Carb
High,Non-Veg,5.3,24,Balanced
Low,Veg,5.4,33,Balanced
Medium,Veg,8.9,43,Balanced
Low,Veg,8.5,52,Balanced
Low,Non-Veg,4.5,34,Low Carb
Medium,Vegan,6.7,40,Balanced
Medium,Vegan,6.7,25,Balanced
Medium,Veg,5.9,19,Balanced
Medium,Vegan,4.9,48,Balanced
Low,Veg,5.8,69,Balanced
Medium,Vegan,5.6,49,Balanced
Medium,Non-Veg,4.9,46,Mediterranean
High,Veg,8.2,20,Balanced
Medium,Vegan,7.4,25,Balanced
Medium,Non-Veg,6.3,19,Mediterranean
High,Vegan,4.0,48,High Protein
High,Non-Veg,6.6,68,Balanced
Low,Non-Veg,7.8,66,Low Carb
High,Vegan,5.9,54,High Protein
Low,Vegan,5.3,37,Balanced
High,Non-Veg,6.8,46,Balanced
High,Non-Veg,7.5,34,Balanced
Low,Non-Veg,4.0,27,Low Carb
High,Veg,9.0,58,Balanced
Low,Non-Veg,5.1,39,Low Carb
High,Veg,6.4,23,Balanced
Medium,Non-Veg,8.8,60,Mediterranean
High,Veg,7.2,51,Balanced
Low,Non-Veg,8.6,48,Low Carb
High,Non-Veg,9.3,29,Balanced
Low,Non-Veg,4.8,29,Low Carb
Low,Vegan,8.4,33,Balanced
Medium,Vegan,9.0,42,Balanced
Medium,Non-Veg,6.4,39,Mediterranean
Low,Veg,6.6,44,Balanced
High,Veg,4.1,41,Balanced
Low,Non-Veg,8.2,29,Low Carb
Low,Vegan,4.0,35,Balanced
High,Veg,8.5,62,Balanced
High,Vegan,4.9,64,High Protein
High,Veg,9.1,33,Balanced
High,Non-Veg,7.6,21,Balanced
Low,Vegan,8.5,29,Balanced
Low,Veg,5.8,66,Balanced
Medium,Non-Veg,5.0,50,Mediterranean
Low,Non-Veg,4.4,39,Low Carb
High,Non-Veg,8.6,35,Balanced
Medium,Vegan,8.0,65,Balanced
High,Vegan,8.0,50,High Protein
Low,Non-Veg,7.4,44,Low Carb
Medium,Vegan,7.8,59,Balanced
High,Veg,6.6,36,Balanced
Medium,Non-Veg,7.6,65,Mediterranean
Medium,Non-Veg,5.7,31,Mediterranean
Low,Vegan,6.5,42,Balanced
High,Non-Veg,10.0,51,Balanced
Medium,Veg,7.1,41,Balanced
Medium,Vegan,4.0,55,Balanced
High,Vegan,6.4,40,High Protein
Medium,Non-Veg,5.4,22,Mediterranean
Medium,Non-Veg,7.2,61,Mediterranean
Medium,Non-Veg,5.7,53,Mediterranean
High,Vegan,6.7,41,High Protein
High,Non-Veg,5.9,53,Balanced
High,Veg,7.3,22,Balanced
High,Non-Veg,6.1,56,Balanced
Low,Non-Veg,7.5,23,Low Carb
Medium,Vegan,9.9,62,Balanced
High,Non-Veg,5.3,53,Balanced
Medium,Vegan,8.1,62,Balanced
Medium,Non-Veg,4.0,21,Mediterranean
Low,Veg,6.7,27,Balanced
High,Veg,7.3,69,Balanced
High,Vegan,5.9,18,High Protein
Medium,Vegan,4.3,38,Balanced
High,Non-Veg,6.9,57,Balanced
Medium,Non-Veg,9.3,56,Mediterranean
Medium,Veg,6.8,54,Balanced
Low,Non-Veg,7.8,20,Low Carb
Low,Veg,8.7,64,Balanced
Low,Vegan,10.0,48,Balanced
Medium,Non-Veg,5.4,44,Mediterranean
High,Vegan,5.6,34,High Protein
Low,Non-Veg,6.6,40,Low Carb
High,Veg,7.9,30,Balanced
Low,Vegan,4.0,64,Balanced
Low,Vegan,8.0,44,Balanced
Medium,Non-Veg,7.2,68,Mediterranean
Low,Vegan,6.2,37,Balanced
Low,Veg,7.6,63,Balanced
Medium,Vegan,8.3,30,Balanced
High,Vegan,8.5,61,High Protein
Low,Non-Veg,7.0,41,Low Carb
Medium,Vegan,7.5,58,Balanced
Low,Non-Veg,7.4,20,Low Carb
Medium,Non-Veg,8.8,60,Mediterranean
High,Vegan,7.6,27,High Protein
High,Veg,8.0,18,Balanced
Medium,Non-Veg,8.3,66,Mediterranean
Medium,Vegan,9.9,30,Balanced
Medium,Non-Veg,6.1,31,Mediterranean
High,Veg,9.4,50,Balanced
Low,Veg,10.0,19,Balanced
High,Non-Veg,6.2,19,Balanced
Medium,Veg,6.7,56,Balanced
Medium,Vegan,6.4,58,Balanced
High,Vegan,8.0,48,High Protein
Medium,Non-Veg,4.2,21,Mediterranean
High,Veg,6.3,51,Balanced
Medium,Vegan,6.6,36,Balanced
Low,Vegan,6.5,54,Balanced
Low,Vegan,6.4,26,Balanced
Medium,Non-Veg,6.3,41,Mediterranean
High,Non-Veg,8.2,30,Balanced
Low,Vegan,7.8,61,Balanced
High,Vegan,9.6,47,High Protein
Medium,Veg,8.2,36,Balanced
High,Veg,5.4,58,Balanced
Low,Veg,6.7,27,Balanced
High,Non-Veg,6.6,68,Balanced
High,Vegan,7.4,59,High Protein
Medium,Non-Veg,8.6,61,Mediterranean
Medium,Vegan,7.3,31,Balanced
Medium,Veg,7.3,57,Balanced
Low,Veg,7.0,65,Balanced
Low,Veg,8.2,66,Balanced
Medium,Veg,6.1,37,Balanced
Medium,Vegan,4.8,21,Balanced
Low,Veg,8.0,55,Balanced
Low,Vegan,7.6,61,Balanced
Low,Vegan,9.0,67,Balanced
Low,Non-Veg,4.0,56,Low Carb
Medium,Veg,6.8,22,Balanced
Low,Veg,7.2,59,Balanced
Medium,Non-Veg,4.7,49,Mediterranean
High,Vegan,6.9,23,High Protein
High,Veg,8.8,31,Balanced
Low,Vegan,10.0,23,Balanced
High,Non-Veg,8.5,31,Balanced
High,Vegan,6.5,29,High Protein
High,Veg,8.9,44,Balanced
Low,Vegan,8.4,43,Balanced
Low,Vegan,6.3,29,Balanced
High,Veg,6.1,25,Balanced
Medium,Veg,6.7,27,Balanced
High,Vegan,5.4,33,High Protein
Low,Vegan,6.5,69,Balanced
Low,Non-Veg,7.7,43,Low Carb
Low,Veg,8.6,25,Balanced
High,Vegan,6.4,58,High Protein
Medium,Veg,9.1,62,Balanced
Low,Non-Veg,8.0,46,Low Carb
Low,Vegan,8.0,37,Balanced
High,Vegan,5.6,34,High Protein
Medium,Vegan,9.7,36,Balanced
High,Veg,7.8,34,Balanced
Low,Non-Veg,6.5,56,Low Carb
Medium,Veg,6.2,18,Balanced
Medium,Vegan,6.5,69,Balanced
Low,Non-Veg,5.5,46,Low Carb
Medium,Vegan,8.5,31,Balanced
Medium,Vegan,5.6,34,Balanced
High,Veg,7.4,30,Balanced
Low,Vegan,6.3,46,Balanced
Low,Non-Veg,8.0,51,Low Carb
Low,Vegan,8.2,44,Balanced
Low,Vegan,6.0,63,Balanced
Low,Veg,6.9,50,Balanced
Medium,Non-Veg,4.8,46,Mediterranean
High,Veg,9.6,54,Balanced
Low,Vegan,8.6,56,Balanced
High,Veg,4.9,36,Balanced
High,Veg,5.7,63,Balanced
Medium,Veg,6.8,41,Balanced
Low,Veg,7.1,31,Balanced
Medium,Vegan,6.0,64,Balanced
Low,Vegan,5.3,54,Balanced
Medium,Non-Veg,7.6,22,Mediterranean
High,Veg,9.6,41,Balanced
Low,Veg,7.1,51,Balanced
High,Non-Veg,6.6,67,Balanced
High,Veg,6.4,48,Balanced
Medium,Non-Veg,5.4,47,Mediterranean
Low,Vegan,6.0,26,Balanced
High,Non-Veg,8.7,44,Balanced
Medium,Veg,4.0,45,Balanced
Low,Non-Veg,7.1,59,Low Carb
Low,Vegan,7.0,43,Balanced
High,Veg,7.2,35,Balanced
Low,Vegan,8.1,53,Balanced
High,Vegan,7.1,25,High Protein
Low,Non-Veg,6.3,35,Low Carb
Medium,Vegan,6.0,37,Balanced
High,Veg,8.9,49,Balanced
High,Vegan,8.6,46,High Protein
Low,Vegan,10.0,66,Balanced
Low,Non-Veg,6.6,65,Low Carb
High,Vegan,6.0,35,High Protein
Low,Non-Veg,7.7,24,Low Carb
Medium,Non-Veg,7.6,18,Mediterranean
Low,Veg,8.0,45,Balanced
Medium,Veg,8.3,50,Balanced
Medium,Veg,7.9,67,Balanced
Medium,Veg,8.6,21,Balanced
Medium,Non-Veg,8.8,37,Mediterranean
Medium,Vegan,8.8,69,Balanced
Low,Veg,4.0,53,Balanced
Medium,Veg,7.3,48,Balanced
Low,Veg,5.6,55,Balanced
Medium,Vegan,8.6,45,Balanced
High,Veg,4.0,20,Balanced
Medium,Vegan,9.2,23,Balanced
High,Non-Veg,5.7,62,Balanced
Medium,Non-Veg,5.4,40,Mediterranean
Medium,Non-Veg,7.5,24,Mediterranean
Medium,Vegan,6.4,53,Balanced
High,Veg,9.7,18,Balanced
High,Veg,9.0,23,Balanced
Medium,Veg,6.2,41,Balanced
Low,Veg,8.6,54,Balanced
Medium,Veg,6.2,62,Balanced
High,Vegan,6.2,68,High Protein
Medium,Non-Veg,8.1,53,Mediterranean
High,Veg,9.2,41,Balanced
High,Non-Veg,6.3,55,Balanced
High,Vegan,6.5,62,High Protein
Medium,Vegan,7.5,46,Balanced
High,Veg,5.7,54,Balanced
High,Vegan,9.3,62,High Protein
Medium,Non-Veg,5.6,49,Mediterranean
High,Veg,6.1,42,Balanced
Medium,Veg,9.7,27,Balanced
High,Non-Veg,7.3,52,Balanced
Low,Veg,9.9,42,Balanced
Low,Veg,6.7,44,Balanced
High,Non-Veg,10.0,62,Balanced
Low,Veg,7.9,49,Balanced
Medium,Veg,5.9,29,Balanced
Low,Non-Veg,5.8,21,Low Carb
High,Vegan,4.8,59,High Protein
High,Non-Veg,5.0,43,Balanced
Medium,Veg,6.0,20,Balanced
High,Non-Veg,5.5,34,Balanced
Medium,Veg,4.0,26,Balanced
Low,Veg,8.3,46,Balanced
Low,Non-Veg,8.2,18,Low Carb
Medium,Veg,7.5,35,Balanced
Medium,Vegan,5.3,58,Balanced
High,Veg,9.5,37,Balanced
Low,Non-Veg,6.7,58,Low Carb
Medium,Vegan,5.8,51,Balanced
Low,Vegan,7.3,68,Balanced
Medium,Veg,7.3,45,Balanced
Low,Non-Veg,4.0,65,Low Carb
High,Veg,7.0,52,Balanced
Low,Veg,7.2,33,Balanced
Low,Non-Veg,6.4,38,Low Carb
Low,Non-Veg,5.0,30,Low Carb
Low,Veg,5.1,52,Balanced
Low,Vegan,7.8,59,Balanced
High,Veg,8.1,49,Balanced
Medium,Vegan,6.3,67,Balanced
Low,Veg,7.6,55,Balanced
High,Non-Veg,6.3,23,Balanced
Low,Vegan,5.7,67,Balanced
Low,Non-Veg,7.3,55,Low Carb
Medium,Non-Veg,5.3,55,Mediterranean
Low,Non-Veg,9.8,30,Low Carb
High,Non-Veg,4.8,63,Balanced
High,Non-Veg,7.4,56,Balanced
Medium,Veg,7.2,30,Balanced
Low,Vegan,7.1,64,Balanced
High,Veg,9.2,29,Balanced
Low,Veg,4.0,50,Balanced
Low,Veg,7.6,45,Balanced
Low,Non-Veg,6.6,20,Low Carb
Medium,Veg,7.9,35,Balanced
Low,Vegan,7.1,43,Balanced
High,Veg,6.9,57,Balanced
Low,Non-Veg,5.2,19,Low Carb
High,Vegan,6.0,21,High Protein
Low,Vegan,10.0,67,Balanced
High,Vegan,7.9,45,High Protein
High,Vegan,8.6,45,High Protein
Low,Veg,6.5,42,Balanced
Low,Non-Veg,5.7,43,Low Carb
High,Vegan,8.2,62,High Protein
Medium,Vegan,4.1,64,Balanced
Low,Non-Veg,6.0,19,Low Carb
Medium,Veg,6.5,59,Balanced
Low,Vegan,8.4,51,Balanced
Low,Veg,7.6,47,Balanced
Low,Veg,6.3,38,Balanced
Low,Veg,7.6,61,Balanced
Medium,Veg,6.5,54,Balanced
Low,Vegan,8.6,61,Balanced
High,Vegan,7.4,40,High Protein
High,Veg,9.6,50,Balanced
Medium,Veg,6.6,19,Balanced
Low,Non-Veg,8.8,44,Low Carb
High,Non-Veg,7.1,65,Balanced
Medium,Non-Veg,6.0,39,Mediterranean
Low,Vegan,10.0,51,Balanced
High,Non-Veg,9.0,33,Balanced
High,Vegan,7.4,37,High Protein
Medium,Vegan,8.1,43,Balanced
Low,Vegan,5.4,33,Balanced
Low,Vegan,5.4,23,Balanced
High,Non-Veg,8.7,62,Balanced
High,Veg,7.0,61,Balanced
High,Veg,6.8,40,Balanced
Low,Veg,6.6,59,Balanced
Medium,Non-Veg,7.2,54,Mediterranean
Medium,Veg,6.6,25,Balanced
Low,Non-Veg,4.0,23,Low Carb
Medium,Non-Veg,9.1,54,Mediterranean
High,Non-Veg,6.8,69,Balanced
Medium,Veg,9.7,39,Balanced
Medium,Veg,4.4,23,Balanced
Medium,Veg,4.4,49,Balanced
High,Vegan,6.6,34,High Protein
Low,Non-Veg,8.5,55,Low Carb
High,Vegan,5.2,34,High Protein
Low,Non-Veg,5.1,54,Low Carb
Low,Veg,7.6,40,Balanced
Low,Non-Veg,6.5,66,Low Carb
Medium,Non-Veg,7.8,66,Mediterranean
Medium,Vegan,6.6,30,Balanced
Low,Non-Veg,7.6,49,Low Carb
Low,Veg,9.0,39,Balanced
